2022-02-18T16-04-21,15301,WASHINGTON HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-02-18T16-04-21,15301,HLTHDIRECT INSTITU PHARM SVCS-1127,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-03T09-56-49,15301,WASHINGTON HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-03T09-56-49,15301,HLTHDIRECT INSTITU PHARM SVCS-1127,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,15301,WASHINGTON HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,15301,HLTHDIRECT INSTITU PHARM SVCS-1127,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,15301,WASHINGTON HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,15301,HLTHDIRECT INSTITU PHARM SVCS-1127,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-16T18-51-35,15301,Curtis Pharmacy - Washington,36,POINT (-80.267295 40.191888),,3ae59b5a-85eb-4019-99da-61f6f9bb74eb,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,15301,"WASHINGTON HOSPITAL, THE",13,POINT (-80.247442 40.183244),,390042,03/09/2022 12:00:00 AM
