2022-02-18T16-04-21,82601,WYOMING MEDICAL CENTER PHARMACY,02/16/2022 12:00:00 AM,,24,,
2022-02-18T16-04-21,82601,"307 Infusion Pharmacy, LLC",02/16/2022 12:00:00 AM,,6,,
2022-03-03T09-56-49,82601,WYOMING MEDICAL CENTER PHARMACY,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,48,,
2022-03-03T09-56-49,82601,"307 Infusion Pharmacy, LLC",02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,82601,WYOMING MEDICAL CENTER PHARMACY,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,48,,
2022-03-03T10-04-44,82601,"307 Infusion Pharmacy, LLC",02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,82601,WYOMING MEDICAL CENTER PHARMACY,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,48,,
2022-03-08T14-40-56,82601,"307 Infusion Pharmacy, LLC",02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-16T18-51-35,82601,WYOMING MEDICAL CENTER,93,POINT (-106.308753 42.848718),,530012,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,82601,"307 Infusion Pharmacy, LLC",6,POINT (-106.3327 42.861508),,43594311-4991-4ca7-92e6-6d915eaa7eed,03/09/2022 12:00:00 AM
