2022-02-18T16-04-21,97477,PEACEHEALTH SACRED HEART RIVERBEND,02/17/2022 12:00:00 AM,,36,,
2022-02-18T16-04-21,97477-4112,MCKENZIE WILLAMETTE MEDICAL CENTER,02/17/2022 12:00:00 AM,,18,,
2022-03-03T09-56-49,97477,PEACEHEALTH SACRED HEART RIVERBEND,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,36,,
2022-03-03T09-56-49,97477-4112,MCKENZIE WILLAMETTE MEDICAL CENTER,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,30,,
2022-03-03T10-04-44,97477,PEACEHEALTH SACRED HEART RIVERBEND,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,36,,
2022-03-03T10-04-44,97477-4112,MCKENZIE WILLAMETTE MEDICAL CENTER,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,30,,
2022-03-08T14-40-56,97477,PEACEHEALTH SACRED HEART RIVERBEND,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,36,,
2022-03-08T14-40-56,97477-4112,MCKENZIE WILLAMETTE MEDICAL CENTER,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,42,,
2022-03-16T18-51-35,97477,SACRED HEART MEDICAL CENTER - RIVERBEND,71,POINT (-123.028624 44.081376),,380102,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,97477,PeaceHealth Medical Group,71,POINT (-123.03108 44.085718),,dc5b024b-b82b-49a3-aacf-4332dbbd6c0b,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,97477,MCKENZIE-WILLAMETTE MEDICAL CENTER,39,POINT (-123.002589 44.0524),,380020,03/09/2022 12:00:00 AM
