2022-02-18T16-04-21,14203,Kaleida - Buffalo GM Center,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-02-18T16-04-21,14203,Amber Specialty Pharmacy Buffalo,02/16/2022 12:00:00 AM,,18,,
2022-03-03T09-56-49,14203,Kaleida - Buffalo GM Center,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,14203,Amber Specialty Pharmacy Buffalo,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,14203,Kaleida - Buffalo GM Center,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,14203,Amber Specialty Pharmacy Buffalo,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,14203,Kaleida - Buffalo GM Center,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,60,,
2022-03-08T14-40-56,14203,Amber Specialty Pharmacy Buffalo,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,18,,
2022-03-16T18-51-35,14203,AMBER PHCY BUFFALO,36,POINT (-78.869773 42.892569),,e90145e2-07ff-45c8-bd42-69d91ad5751f,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,14203,ROSWELL PARK CANCER INSTITUTE,73,POINT (-78.865021 42.898533),,330354,03/09/2022 12:00:00 AM
