2022-02-18T16-04-21,27103,FORSYTH MEDICAL CENTER PHARMACY,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-02-18T16-04-21,27103,"MEDIPACK PHARMACY, LLC",02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,27103,"MEDIPACK PHARMACY, LLC",02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-03T09-56-49,27103,FORSYTH MEDICAL CENTER PHARMACY,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,27103,"MEDIPACK PHARMACY, LLC",02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,27103,FORSYTH MEDICAL CENTER PHARMACY,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,27103,FORSYTH MEDICAL CENTER PHARMACY,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,27103,"MEDIPACK PHARMACY, LLC",03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,36,,
2022-03-16T18-51-35,27103,"MEDIPACK PHCY, LLC",22,POINT (-80.326332 36.03947),,9788d66c-8c47-4e7e-8f12-6e1a8ac922e0,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,27103,NOVANT HEALTH FORSYTH MEDICAL CENTER,304,POINT (-80.298519 36.073892),,340014,03/09/2022 12:00:00 AM
