2022-02-18T16-04-21,28401,Cape Fear Clinic Inc,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-02-18T16-04-21,28401,New Hanover Regional Medical Center,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,18,,
2022-03-03T09-56-49,28401,Wilmington Health - 1202,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,28401,Cape Fear Clinic Inc,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,28401,New Hanover Regional Medical Center,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,28401,Wilmington Health - 1202,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,28401,Cape Fear Clinic Inc,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,28401,New Hanover Regional Medical Center,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,28401,Cape Fear Clinic Inc,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-08T14-40-56,28401,New Hanover Regional Medical Center,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,28401,Wilmington Health - 1202,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,12,,
2022-03-16T18-51-35,28401,"Coastal Internal Medicine, P.A.",6,POINT (-77.924764 34.207463),,a8f9346b-0da0-43fd-ae66-0ad1f0d0f205,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,28401,CAPE FEAR CLINIC,37,POINT (-77.926819 34.206052),,9b8b134c-338e-47be-b418-ee2f9b3955e0,03/09/2022 12:00:00 AM
