2022-02-18T16-04-21,51503,CHI HLTH HOSP-MERCY COUNCIL BLUFFS,02/16/2022 12:00:00 AM,,6,,
2022-02-18T16-04-21,51503,METHODIST JENNIE EDMUNDSON HOSP,02/16/2022 12:00:00 AM,,18,,
2022-03-03T09-56-49,51503,CHI HLTH HOSP-MERCY COUNCIL BLUFFS,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,51503,METHODIST JENNIE EDMUNDSON HOSP,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,51503,CHI HLTH HOSP-MERCY COUNCIL BLUFFS,02/24/2022 12:00:00 AM,03/01/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,51503,METHODIST JENNIE EDMUNDSON HOSP,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,51503,METHODIST JENNIE EDMUNDSON HOSP,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,51503,CHI HLTH HOSP-MERCY COUNCIL BLUFFS,02/24/2022 12:00:00 AM,03/01/2022 12:00:00 AM,12,,
2022-03-16T18-51-35,51503,CHI HEALTH MERCY COUNCIL BLUFFS,3,POINT (-95.838457 41.268171),,160028,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,51503,METHODIST JENNIE EDMUNDSON,19,POINT (-95.835709 41.268756),,160047,03/09/2022 12:00:00 AM
