2022-02-18T16-04-21,48150,PS of MI,02/17/2022 12:00:00 AM,,6,,
2022-02-18T16-04-21,48150,Omnicare of Southern Michigan,02/17/2022 12:00:00 AM,,12,,
2022-02-18T16-04-21,48150,FIRST CHOICE URGENT CARE OF LIVONIA,02/17/2022 12:00:00 AM,,36,,
2022-03-03T09-56-49,48150,FIRST CHOICE URGENT CARE OF LIVONIA,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,66,,
2022-03-03T09-56-49,48150,PS of MI,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,78,,
2022-03-03T09-56-49,48150,Omnicare of Southern Michigan,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,48150,PS of MI,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,78,,
2022-03-03T10-04-44,48150,FIRST CHOICE URGENT CARE OF LIVONIA,02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,66,,
2022-03-03T10-04-44,48150,Omnicare of Southern Michigan,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,12,,
2022-03-08T14-40-56,48150,PS of MI,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,78,,
2022-03-08T14-40-56,48150,FIRST CHOICE URGENT CARE OF LIVONIA,03/04/2022 12:00:00 AM,03/08/2022 12:00:00 AM,102,,
2022-03-08T14-40-56,48150,Omnicare of Southern Michigan,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,12,,
2022-03-16T18-51-35,48150,PHARMSCRIPT OF MI LLC,105,POINT (-83.386081 42.377789),,252cdae3-5866-4d29-af7c-47bd06e7e80e,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,48150,FIRST CHOICE URGENT CARE LIVONIA,252,POINT (-83.333047 42.368591),,4cf96a85-d352-4a73-887c-8d15c65579e3,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,48150,OMNICARE OF SOUTHERN MICHIGAN,35,POINT (-83.374619 42.382908),,9b1801b9-4564-4075-a089-823bc64a76ef,03/09/2022 12:00:00 AM
