2022-02-18T16-04-21,52001,MERCYONE DUBUQUE MEDICAL CENTER,02/16/2022 12:00:00 AM,,6,,
2022-02-18T16-04-21,52001,FINLEY HOSPITAL,02/16/2022 12:00:00 AM,,12,,
2022-03-03T09-56-49,52001,FINLEY HOSPITAL,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-03T09-56-49,52001,MERCYONE DUBUQUE MEDICAL CENTER,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,52001,MERCYONE DUBUQUE MEDICAL CENTER,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,52001,FINLEY HOSPITAL,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,52001,FINLEY HOSPITAL,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,52001,MERCYONE DUBUQUE MEDICAL CENTER,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,30,,
2022-03-16T18-51-35,52001,FINLEY HOSPITAL,8,POINT (-90.687543 42.49511),,160117,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,52001,MERCYONE DUBUQUE MEDICAL CENTER,29,POINT (-90.674358 42.492671),,160069,03/09/2022 12:00:00 AM
