2022-02-18T16-04-21,24641,CLINCH VALLEY MEDICAL CENTER,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,36,,
2022-02-18T16-04-21,24641,Hopkins Medical Association,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,48,,
2022-03-03T09-56-49,24641,CLINCH VALLEY MEDICAL CENTER,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,36,,
2022-03-03T09-56-49,24641,Hopkins Medical Association,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,48,,
2022-03-03T10-04-44,24641,CLINCH VALLEY MEDICAL CENTER,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,36,,
2022-03-03T10-04-44,24641,Hopkins Medical Association,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,48,,
2022-03-08T14-40-56,24641,CLINCH VALLEY MEDICAL CENTER,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,36,,
2022-03-08T14-40-56,24641,Hopkins Medical Association,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,48,,
2022-03-16T18-51-35,24641,CLINCH VALLEY MEDICAL CENTER,30,POINT (-81.81995 37.09397),,490060,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,24641,Hopkins Medical Association,10,POINT (-81.782978 37.092514),,7c20a055-769f-440b-9adb-f9b67253fe66,03/09/2022 12:00:00 AM
