2022-02-18T16-04-21,11219,George Moskowitz MD PC,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-02-18T16-04-21,11219,NEW YORK COMMUNITY HOSPITAL,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-03T09-56-49,11219,NEW YORK COMMUNITY HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,78,,
2022-03-03T09-56-49,11219,George Moskowitz MD PC,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,11219,NEW YORK COMMUNITY HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,78,,
2022-03-03T10-04-44,11219,George Moskowitz MD PC,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,11219,NEW YORK COMMUNITY HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,78,,
2022-03-08T14-40-56,11219,George Moskowitz MD PC,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,6,,
2022-03-16T18-51-35,11219,13th Ave Pharmacy,12,POINT (-73.994127 40.633086),,ef5be6f9-d74c-45c0-bad9-1dc5bc27ca20,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,11219,MAIMONIDES MEDICAL CENTER,61,POINT (-73.998667 40.639079),,330194,03/09/2022 12:00:00 AM
