2022-02-18T16-04-21,50309,Hy-Vee Pharmacy Solutions Des Moine,02/16/2022 12:00:00 AM,,12,,
2022-02-18T16-04-21,50309,IOWA METHODIST MEDICAL CENTER,02/16/2022 12:00:00 AM,,24,,
2022-03-03T09-56-49,50309,Hy-Vee Pharmacy Solutions Des Moine,02/24/2022 12:00:00 AM,02/22/2022 12:00:00 AM,36,,
2022-03-03T09-56-49,50309,IOWA METHODIST MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,50309,Hy-Vee Pharmacy Solutions Des Moine,02/24/2022 12:00:00 AM,02/22/2022 12:00:00 AM,36,,
2022-03-03T10-04-44,50309,IOWA METHODIST MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,50309,Hy-Vee Pharmacy Solutions Des Moine,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,72,,
2022-03-08T14-40-56,50309,IOWA METHODIST MEDICAL CENTER,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,24,,
2022-03-16T18-51-35,50309,HY VEE PHCY SOLUTIONS DES MOINES,85,POINT (-93.629336 41.584413),,1082bdd1-ebc7-4cb2-be14-d049d36fce9b,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,50309,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,65,POINT (-93.633188 41.590795),,160082,03/09/2022 12:00:00 AM
