2022-02-18T16-04-21,10457,BRONXCARE HOSPITAL CENTER,02/17/2022 12:00:00 AM,,10,0,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,10457,ST. BARNABAS HEALTH SYSTEM,02/17/2022 12:00:00 AM,,10,,
2022-03-03T09-56-49,10457,BRONXCARE HOSPITAL CENTER,02/17/2022 12:00:00 AM,,10,10,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,10457,ST. BARNABAS HEALTH SYSTEM,02/17/2022 12:00:00 AM,,10,10,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,10457,BRONXCARE HOSPITAL CENTER,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,10457,ST. BARNABAS HEALTH SYSTEM,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,10457,ST. BARNABAS HEALTH SYSTEM,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,10457,BRONXCARE HOSPITAL CENTER,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,10457,ST. BARNABAS HEALTH SYSTEM,10,POINT (-73.892168 40.85277),1548367873,2.7856485800021E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,10457,BRONXCARE HOSPITAL CENTER,10,POINT (-73.911604 40.843651),,2.78573684014598E38,03/11/2022 12:00:00 AM
