2022-02-18T16-04-21,71901,FOUNTAIN LAKE FAMILY MEDICINE,02/16/2022 12:00:00 AM,,5,,
2022-02-18T16-04-21,71901,LAKESIDE FAMILY MEDICINE,02/16/2022 12:00:00 AM,,5,,
2022-03-03T09-56-49,71901,LAKESIDE FAMILY MEDICINE,02/22/2022 12:00:00 AM,,10,5,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,71901,FOUNTAIN LAKE FAMILY MEDICINE,02/22/2022 12:00:00 AM,,10,10,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,71901,LAKESIDE FAMILY MEDICINE,02/22/2022 12:00:00 AM,02/25/2022 12:00:00 AM,10,5,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,71901,FOUNTAIN LAKE FAMILY MEDICINE,02/22/2022 12:00:00 AM,02/25/2022 12:00:00 AM,10,10,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,71901,FOUNTAIN LAKE FAMILY MEDICINE,02/22/2022 12:00:00 AM,02/25/2022 12:00:00 AM,10,10,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,71901,NATIONAL PARK MED CTR,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,10,,
2022-03-08T14-40-56,71901,LAKESIDE FAMILY MEDICINE,02/22/2022 12:00:00 AM,02/25/2022 12:00:00 AM,10,5,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,71901,LAKESIDE FAMILY MEDICINE,5,POINT (-93.035305 34.487283),1144782632,2.78573683981591E38,03/12/2022 12:00:00 AM
2022-03-16T18-51-35,71901,FOUNTAIN LAKE FAMILY MEDICINE,10,POINT (-92.983934 34.576689),1316279375,2.78573683982831E38,03/09/2022 12:00:00 AM
