2022-02-18T16-04-21,40202,UNIVERSITY OF LOUISVILLE HOSPITAL,02/15/2022 12:00:00 AM,,60,60,02/18/2022 12:00:00 AM
2022-02-18T16-04-21,40202,NORTON CANCER INSTITUTE,02/15/2022 12:00:00 AM,,100,100,02/17/2022 12:00:00 AM
2022-03-03T09-56-49,40202,NORTON CANCER INSTITUTE,02/15/2022 12:00:00 AM,,100,100,02/25/2022 12:00:00 AM
2022-03-03T09-56-49,40202,UNIVERSITY OF LOUISVILLE HOSPITAL,02/15/2022 12:00:00 AM,,60,60,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,40202,NORTON CANCER INSTITUTE,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,100,100,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,40202,UNIVERSITY OF LOUISVILLE HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,60,60,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,40202,NORTON CANCER INSTITUTE,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,100,100,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,40202,UNIVERSITY OF LOUISVILLE HOSPITAL,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,60,60,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,40202,UNIVERSITY OF LOUISVILLE HOSPITAL,60,POINT (-85.745042 38.248445),,2.78573684207887E38,03/10/2022 12:00:00 AM
2022-03-16T18-51-35,40202,NORTON CANCER INSTITUTE,100,POINT (-85.749614 38.245887),,2.8052189582608E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,40202,NORTON HOSPITAL-100234,100,POINT (-85.751132 38.248216),,2.78573684209795E38,03/08/2022 12:00:00 AM
