2022-03-03T09-56-49,16101,Primary Health Network New Castle,02/25/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,16101,Walmart Pharmacy #2287,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,16101,Primary Health Network New Castle,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-03T10-04-44,16101,Walmart Pharmacy #2287,02/25/2022 12:00:00 AM,,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,16101,Giant Eagle Inc.,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,16101-3903,Rite Aid 10990,03/02/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,16101-3903,Rite Aid 10990,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,16101,Primary Health Network New Castle,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-08T14-40-56,16101,Giant Eagle Inc.,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,18,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,16101,Walmart Pharmacy #2287,02/25/2022 12:00:00 AM,,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,16101,Rite Aid 10990,20,POINT (-80.347203 41.000463),,2.44684608661243E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,16101,Walmart Pharmacy #2287,20,POINT (-80.393517 41.01173),1407873623,2.44921705303537E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,16101,Giant Eagle Inc.,18,POINT (-80.311827 40.985797),1811902737,2.45862542542686E38,03/11/2022 12:00:00 AM
