2022-02-16T18-37-01,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/17/2022 12:00:00 AM
2022-02-22T09-09-37,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM
2022-02-24T09-51-18,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,02/25/2022 12:00:00 AM
2022-03-03T10-04-44,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,80501,SALUD FAMILY HEALTH LONGMONT PHARM,02/28/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,80501,CCAO LONGMONT,02/11/2022 12:00:00 AM,02/15/2022 12:00:00 AM,20,20,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,80501,SALUD FAMILY HEALTH LONGMONT PHARM,02/28/2022 12:00:00 AM,03/03/2022 12:00:00 AM,20,20,03/04/2022 12:00:00 AM
2022-03-08T14-40-56,80501,Walgreens Store #09598,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,18,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,80501,SALUD FAMILY HEALTH LONGMONT PHARM,20,POINT (-105.087168 40.162353),1083031157,2.87334254153497E38,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,80501,Walgreens Store #09598,17,POINT (-105.10244 40.177384),1467467704,2.4251002757282E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,80501,CCAO LONGMONT,20,POINT (-105.060839 40.159147),,2.85140160230761E38,03/11/2022 12:00:00 AM
