2022-02-24T09-51-18,32806,Orlando Health Scripts Pharmacy APH,02/21/2022 12:00:00 AM,,40,,
2022-02-24T09-51-18,32806,Orlando Health Scripts Phar. OHCI,02/21/2022 12:00:00 AM,,60,,
2022-03-03T09-56-49,32806,Orlando Health Scripts Phar. OHCI,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,60,58,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,32806,Orlando Health Scripts Pharmacy APH,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,40,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,32806,Orlando Health Scripts Pharmacy APH,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,40,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,32806,Orlando Health Scripts Phar. OHCI,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,60,58,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,32806,Orlando Health Scripts Pharmacy APH,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,40,03/07/2022 12:00:00 AM
2022-03-08T14-40-56,32806,Orlando Health Scripts Phar. OHCI,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,60,58,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,32806,Walgreens Store #16514,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,32806,Orlando Health Scripts Phar. OHCI,58,POINT (-81.376451 28.526142),1477616092,2.7857368411828E38,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,32806,Orlando Health Scripts Pharmacy APH,40,POINT (-81.379998 28.523858),1528358116,2.85756548459195E38,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,32806,Walgreens Store #16514,20,POINT (-81.331813 28.524251),1902812332,2.42510027563998E38,03/11/2022 12:00:00 AM
