2022-02-16T08-11-48,33021,S Broward Hosp Mem Reg Out Pharmacy,,,0,90,02/14/2022 12:00:00 AM
2022-02-16T08-11-48,33021,S Broward Hosp Primary Care Center,,,0,26,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,33021,S Broward Hosp Mem Reg Out Pharmacy,,,0,90,02/15/2022 12:00:00 AM
2022-02-16T08-23-53,33021,S Broward Hosp Primary Care Center,,,0,26,02/15/2022 12:00:00 AM
2022-02-24T09-51-18,33021,S Broward Hosp Mem Reg Out Pharmacy,02/21/2022 12:00:00 AM,,40,88,02/22/2022 12:00:00 AM
2022-02-24T09-51-18,33021,S Broward Hosp Primary Care Center,02/21/2022 12:00:00 AM,,40,26,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,33021,S Broward Hosp Mem Reg Out Pharmacy,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,127,03/01/2022 12:00:00 AM
2022-03-03T09-56-49,33021,S Broward Hosp Primary Care Center,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,66,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,33021,S Broward Hosp Mem Reg Out Pharmacy,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,127,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,33021,S Broward Hosp Primary Care Center,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,66,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,33021,S Broward Hosp Mem Reg Out Pharmacy,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,127,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,33021,S Broward Hosp Primary Care Center,02/21/2022 12:00:00 AM,02/24/2022 12:00:00 AM,40,66,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,33021,S Broward Hosp Mem Reg Out Pharmacy,127,POINT (-80.178856 26.020727),1144360991,2.85758789975446E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,33021,S Broward Hosp Primary Care Center,66,POINT (-80.184954 25.995586),1558473488,2.85761291515989E38,03/11/2022 12:00:00 AM
