2022-03-03T09-56-49,15767,Walmart Pharmacy #2664,02/25/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,15767,Primary Health Network Punxsutawney,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,15767,Primary Health Network Punxsutawney,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-03T10-04-44,15767,Walmart Pharmacy #2664,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,15767-1918,Rite Aid 10975,03/02/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,15767-1918,Rite Aid 10975,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,15767,Primary Health Network Punxsutawney,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-08T14-40-56,15767,Walmart Pharmacy #2664,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,15767,Walmart Pharmacy #2664,20,POINT (-78.983376 40.928686),1306863543,2.44921705303334E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,15767,Rite Aid 10975,20,POINT (-78.972842 40.943165),,2.44684608661267E38,03/11/2022 12:00:00 AM
