2022-03-03T09-56-49,23320,Chesapeake Reg Med Ctr Outpatient,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,80,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,23320,CHESAPEAKE REGIONAL HEALTHCARE,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,,
2022-03-03T10-04-44,23320,CHESAPEAKE REGIONAL HEALTHCARE,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,,
2022-03-03T10-04-44,23320-1707,Rite Aid 11250,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,23320-2811,Rite Aid 01987,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,23320-4871,Rite Aid 04706,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,23320,Chesapeake Reg Med Ctr Outpatient,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,80,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,23320-1707,Rite Aid 11250,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23320-2811,Rite Aid 01987,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23320,CHESAPEAKE REGIONAL HEALTHCARE,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,,
2022-03-08T14-40-56,23320-4871,Rite Aid 04706,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23320,Chesapeake Reg Med Ctr Outpatient,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,40,80,03/03/2022 12:00:00 AM
2022-03-16T18-51-35,23320,Rite Aid 04706,20,POINT (-76.245992 36.749831),,2.44684608659369E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23320,Rite Aid 11250,20,POINT (-76.244167 36.741684),,2.44684608659792E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23320,Rite Aid 01987,20,POINT (-76.219133 36.768739),,2.44684608662164E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23320,Chesapeake Reg Med Ctr Outpatient,80,POINT (-76.244828 36.746111),,2.84274504396229E38,03/10/2022 12:00:00 AM
