2022-02-14T09-23-55,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/14/2022 12:00:00 AM
2022-02-16T08-11-48,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-16T08-23-53,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-16T08-23-53,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-16T18-37-01,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/10/2022 12:00:00 AM
2022-02-16T18-37-01,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-18T15-54-16,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/15/2022 12:00:00 AM
2022-02-18T16-04-21,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-22T09-09-37,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-24T09-51-18,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-03-03T09-56-49,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/25/2022 12:00:00 AM
2022-03-03T09-56-49,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,03/01/2022 12:00:00 AM
2022-03-08T14-40-56,74701-3641,THE MEDICINE STORE PHARMACY,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-08T14-40-56,74701-2991,MEDICAL CENTER PHARMACY OF DURANT,02/08/2022 12:00:00 AM,02/10/2022 12:00:00 AM,20,17,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,74701,MEDICAL CENTER PHARMACY OF DURANT,17,POINT (-96.407856 34.003624),1609817840,2.78573684397546E38,03/10/2022 12:00:00 AM
2022-03-16T18-51-35,74701,THE MEDICINE STORE PHARMACY,20,POINT (-96.390411 33.996711),1528143815,2.78573684403066E38,03/08/2022 12:00:00 AM
