2022-02-16T18-37-01,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,93301-2236,Rite Aid 06791,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,40,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,93301-3911,Rite Aid 05809,03/02/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,93301,Walgreens Store #03222,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,40,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,93301-3911,Rite Aid 05809,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,93301-2236,Rite Aid 06791,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,93301,Rite Aid 06791,20,POINT (-119.006807 35.390474),,2.44684608658361E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,93301,Walgreens Store #03222,40,POINT (-119.018889 35.354522),1477568764,2.42510027578469E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,93301,Rite Aid 05809,20,POINT (-119.020601 35.380059),,2.44684608660387E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,93301,PHYSICIANS PLAZA PHARMACY,186,POINT (-119.009466 35.397162),1508300765,2.8723064122118E38,03/11/2022 12:00:00 AM
