2022-02-18T15-54-16,06226,MedPharm LTC,02/16/2022 12:00:00 AM,,20,,
2022-02-18T16-04-21,06226,MedPharm LTC,02/16/2022 12:00:00 AM,,20,,
2022-02-22T09-09-37,06226,MedPharm LTC,02/16/2022 12:00:00 AM,,20,20,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,06226,MedPharm LTC,02/16/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-03-03T09-56-49,06226,MedPharm LTC,02/16/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,06226,MedPharm LTC,02/16/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,06226,CVS Store #00943,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,06226,MedPharm LTC,02/16/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,20,03/03/2022 12:00:00 AM
2022-03-08T14-40-56,06226,Walgreens Store #07333,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,06226,CVS Store #00943,19,POINT (-72.224943 41.713915),1285739037,2.45734408767506E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,06226,Walgreens Store #07333,20,POINT (-72.233744 41.717425),1912912262,2.42510027570669E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,06226,MedPharm LTC,20,POINT (-72.225081 41.713945),1265860019,2.86047367572823E38,03/11/2022 12:00:00 AM
