2022-02-16T18-37-01,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,18951,Walmart Pharmacy #2446,02/25/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,18951,Walmart Pharmacy #2446,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,18951-2634,Rite Aid 07827,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,18951,Walmart Pharmacy #2446,02/25/2022 12:00:00 AM,,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,18951,Walmart Pharmacy #2446,20,POINT (-75.357608 40.448945),1912925777,2.44921705303331E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,18951,Rite Aid 07827,38,POINT (-75.344207 40.417674),,2.44684608658126E38,03/11/2022 12:00:00 AM
