2022-02-16T18-37-01,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,02/17/2022 12:00:00 AM
2022-02-18T16-04-21,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,03/01/2022 12:00:00 AM
2022-03-03T09-56-49,15425,Walmart Pharmacy #5379,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,60,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,15425,Walmart Pharmacy #5379,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,15425,Walmart Pharmacy #5379,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,19,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,15425-2654,Rite Aid 10964,02/14/2022 12:00:00 AM,02/15/2022 12:00:00 AM,60,59,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,15425,Rite Aid 10964,59,POINT (-79.594846 40.023579),,2.44684608657418E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,15425,Walmart Pharmacy #5379,19,POINT (-79.603943 40.002524),1063439214,2.4492170530419E38,03/11/2022 12:00:00 AM
