2022-02-10T21-04-53,39301,Anderson Regional Medical Center,12/28/2021 12:00:00 AM,,0,22,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,39301,Anderson Regional Medical Center,12/28/2021 12:00:00 AM,,0,22,02/09/2022 12:00:00 AM
2022-02-15T10-17-36,39301,Anderson Regional Medical Center,12/28/2021 12:00:00 AM,,0,22,02/09/2022 12:00:00 AM
2022-02-16T08-11-48,39301,Anderson Regional Medical Center,12/28/2021 12:00:00 AM,,0,22,02/09/2022 12:00:00 AM
2022-02-16T08-23-53,39301,Anderson Regional Medical Center,12/28/2021 12:00:00 AM,,0,22,02/15/2022 12:00:00 AM
2022-03-03T10-04-44,39301,Anderson Regional Medical Center,03/02/2022 12:00:00 AM,,24,18,02/22/2022 12:00:00 AM
2022-03-08T14-40-56,39301,Rush Foundation Hospital,03/01/2022 12:00:00 AM,03/03/2022 12:00:00 AM,96,48,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,39301,Anderson Regional Medical Center,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,24,20,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,39301,Rush Foundation Hospital,96,POINT (-88.697779 32.370664),,2.78565E+38,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,39301,Anderson Regional Medical Center,40,POINT (-88.699988 32.370776),1649226952,2.78565E+38,03/08/2022 12:00:00 AM
