2022-02-10T21-04-53,27157-0001,Wake Forest Baptist Abdominal Organ,,,0,9,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,27157-0001,Wake Forest Bapt 7th Floor Janeway,,,0,17,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,27157-0001,Wake Forest Baptist HEME Oncology,,,0,8,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,27157-0001,Wake Forest Allergy Asthma Clemmons,,,0,12,02/09/2022 12:00:00 AM
2022-02-10T21-04-53,27157-0001,WAKE FOREST BAPTIST HEALTH,02/08/2022 12:00:00 AM,02/08/2022 12:00:00 AM,264,145,02/09/2022 12:00:00 AM
2022-02-14T09-23-55,27157-0001,Wake Forest Baptist HEME Oncology,,,0,8,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27157-0001,Wake Forest Baptist Abdominal Organ,,,0,9,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27157-0001,Wake Forest Allergy Asthma Clemmons,,,0,12,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27157-0001,WAKE FOREST BAPTIST HEALTH,02/08/2022 12:00:00 AM,02/08/2022 12:00:00 AM,264,144,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,27157-0001,Wake Forest Bapt 7th Floor Janeway,,,0,17,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,27157-0001,Wake Forest Baptist HEME Oncology,,,0,8,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,27157-0001,Wake Forest Baptist Abdominal Organ,,,0,9,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,27157-0001,Wake Forest Allergy Asthma Clemmons,,,0,12,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,27157-0001,WAKE FOREST BAPTIST HEALTH,02/08/2022 12:00:00 AM,02/08/2022 12:00:00 AM,264,144,02/10/2022 12:00:00 AM
2022-02-15T10-17-36,27157-0001,Wake Forest Bapt 7th Floor Janeway,,,0,17,02/10/2022 12:00:00 AM
2022-02-16T08-11-48,27157-0001,Wake Forest Allergy Asthma Clemmons,,,0,12,02/13/2022 12:00:00 AM
2022-02-16T08-11-48,27157-0001,Wake Forest Baptist Abdominal Organ,,,0,9,02/13/2022 12:00:00 AM
2022-02-16T08-11-48,27157-0001,Wake Forest Bapt 7th Floor Janeway,,,0,17,02/13/2022 12:00:00 AM
2022-02-16T08-11-48,27157-0001,Wake Forest Baptist HEME Oncology,,,0,8,02/13/2022 12:00:00 AM
2022-02-16T08-11-48,27157-0001,WAKE FOREST BAPTIST HEALTH,02/08/2022 12:00:00 AM,02/08/2022 12:00:00 AM,264,142,02/13/2022 12:00:00 AM
2022-02-16T08-23-53,27157-0001,Wake Forest Bapt 7th Floor Janeway,,,0,16,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27157-0001,Wake Forest Baptist Abdominal Organ,,,0,27,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27157-0001,Wake Forest Allergy Asthma Clemmons,,,0,12,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27157-0001,Wake Forest Baptist HEME Oncology,,,0,8,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,27157-0001,WAKE FOREST BAPTIST HEALTH,02/08/2022 12:00:00 AM,02/08/2022 12:00:00 AM,264,123,02/14/2022 12:00:00 AM
2022-03-16T18-51-35,27157,HIGH POINT MEDICAL CENTER,12,POINT (-80.269041 36.088516),,2.78574E+38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27157,WAKE FOREST BAPTIST HEALTH,156,POINT (-80.269041 36.088516),,2.78574E+38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27157,Wake Forest Baptist HEME Oncology,15,POINT (-80.269041 36.088516),,2.80113E+38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27157,Wake Forest Allergy Asthma Clemmons,7,POINT (-80.269041 36.088516),,2.85221E+38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27157,Wake Forest Baptist Abdominal Organ,8,POINT (-80.269041 36.088516),,2.80112E+38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,27157,Wake Forest Bapt 7th Floor Janeway,11,POINT (-80.269041 36.088516),,2.8522E+38,03/10/2022 12:00:00 AM
